# Occurrences: 591
# Removed    : 21
# Unique     : 146
!	12:18:58.167	MAIN	REMOVED	12:19:34.121
/	12:49:02.029	MAIN
div	12:49:02.059	MAIN
>	12:49:02.069	MAIN
#	12:50:05.962	123456.css
mapContainer	12:50:07.768	123456.css
{	12:50:08.106	123456.css
}	12:50:08.969	123456.css
position	12:50:09.914	123456.css
:	12:50:10.045	123456.css
relative	12:50:11.261	123456.css
;	12:50:11.491	123456.css
<	12:52:43.997	MAIN
script	12:52:45.286	MAIN
src	12:52:46.196	MAIN
=	12:52:46.360	MAIN
"	12:52:47.087	MAIN
"	12:52:47.097	MAIN
123456	12:52:48.540	MAIN
.	12:52:48.877	MAIN
js	12:52:49.268	MAIN
>	12:53:03.064	MAIN
<	12:53:08.112	MAIN
/	12:53:08.122	MAIN
script	12:53:08.182	MAIN
>	12:53:08.192	MAIN
function	12:56:10.245	123456.js
showMarkerAt	12:56:12.525	123456.js
(	12:56:12.784	123456.js
top	12:56:19.284	123456.js
,	12:56:19.472	123456.js
left	12:56:20.617	123456.js
)	12:56:24.879	123456.js
{	12:56:25.450	123456.js
}	12:56:27.578	123456.js
marker	12:56:29.330	123456.js
.	12:56:32.992	123456.js
style	12:56:34.700	123456.js
.	12:56:34.846	123456.js
top	12:56:35.686	123456.js
=	12:56:36.236	123456.js
top	12:56:37.105	123456.js
;	12:56:37.291	123456.js
marker	12:57:07.602	123456.js
.	12:57:08.218	123456.js
style	12:57:17.355	123456.js
.	12:57:17.643	123456.js
left	12:57:18.355	123456.js
=	12:57:18.822	123456.js
left	12:57:19.699	123456.js
;	12:57:19.987	123456.js
<	12:59:27.700	MAIN
button	12:59:28.610	MAIN
id	12:59:29.226	MAIN
=	12:59:29.495	MAIN
"	12:59:30.073	MAIN
"	12:59:30.083	MAIN
btn	12:59:30.502	MAIN
onclick	12:59:42.303	MAIN
=	12:59:42.561	MAIN
"	12:59:43.422	MAIN
"	12:59:43.432	MAIN
toggleScanner	12:59:48.978	MAIN
(	12:59:49.262	MAIN
)	12:59:49.819	MAIN
>	12:59:50.485	MAIN
<	13:00:19.793	MAIN
/	13:00:19.803	MAIN
button	13:00:19.863	MAIN
>	13:00:19.873	MAIN
SCAN	13:00:21.378	MAIN
let	13:00:39.047	123456.js
scannerOn	13:00:41.475	123456.js
=	13:00:41.932	123456.js
false	13:00:43.302	123456.js
;	13:00:43.381	123456.js
function	13:01:58.048	123456.js
toggleScanner	13:02:00.332	123456.js
(	13:02:00.435	123456.js
)	13:02:00.635	123456.js
{	13:02:00.822	123456.js
}	13:02:01.916	123456.js
scannerOn	13:02:03.160	123456.js
=	13:02:03.504	123456.js
!	13:02:03.955	123456.js
scannerOn	13:02:05.438	123456.js
;	13:02:05.679	123456.js
if	13:02:24.440	123456.js
(	13:02:24.770	123456.js
scannerOn	13:02:26.202	123456.js
)	13:02:26.386	123456.js
{	13:02:26.756	123456.js
}	13:02:27.642	123456.js
btn	13:02:28.137	123456.js
.	13:02:28.369	123456.js
innerText	13:02:29.574	123456.js
=	13:02:30.040	123456.js
"	13:02:30.222	123456.js
CANCEL	13:02:31.086	123456.js
"	13:02:31.386	123456.js
;	13:02:33.763	123456.js
else	13:02:35.145	123456.js
{	13:02:35.627	123456.js
}	13:02:36.228	123456.js
btn	13:02:36.869	123456.js
.	13:02:36.966	123456.js
innerText	13:02:38.115	123456.js
=	13:02:38.418	123456.js
"	13:02:38.612	123456.js
SCAN	13:02:39.170	123456.js
"	13:02:39.256	123456.js
;	13:02:39.352	123456.js
<	13:05:46.381	MAIN
script	13:05:47.673	MAIN
src	13:05:48.559	MAIN
=	13:05:48.773	MAIN
"	13:05:49.475	MAIN
"	13:05:49.485	MAIN
https	13:05:50.422	MAIN
:	13:05:50.571	MAIN
/	13:05:50.743	MAIN
/	13:05:50.962	MAIN
unpkg	13:05:51.928	MAIN
.	13:05:52.210	MAIN
com	13:05:52.875	MAIN
/	13:05:52.996	MAIN
html5	13:05:54.075	MAIN
-	13:05:54.209	MAIN
qrcode	13:05:55.667	MAIN
type	13:05:57.063	MAIN
=	13:05:57.290	MAIN
"	13:05:57.892	MAIN
"	13:05:57.902	MAIN
text	13:06:02.121	MAIN
/	13:06:02.343	MAIN
javascript	13:06:04.645	MAIN
>	13:06:05.501	MAIN
<	13:06:51.011	MAIN
/	13:06:51.021	MAIN
script	13:06:51.081	MAIN
>	13:06:51.091	MAIN
<	13:07:13.849	MAIN
div	13:07:14.412	MAIN
id	13:07:14.951	MAIN
=	13:07:15.110	MAIN
"	13:07:15.683	MAIN
"	13:07:15.693	MAIN
camera	13:07:16.922	MAIN
>	13:07:17.454	MAIN
<	13:07:17.983	MAIN
/	13:07:17.993	MAIN
div	13:07:18.023	MAIN
>	13:07:18.033	MAIN
#	13:08:25.754	123456.css
camera	13:08:26.947	123456.css
{	13:08:27.300	123456.css
}	13:08:28.277	123456.css
width	13:08:29.279	123456.css
:	13:08:29.526	123456.css
100	13:08:30.270	123456.css
%	13:08:30.490	123456.css
;	13:08:30.584	123456.css
const	13:09:43.272	123456.js
reader	13:09:44.738	123456.js
=	13:09:45.150	123456.js
new	13:09:46.009	123456.js
Html5Qrcode	13:09:48.612	123456.js
(	13:09:48.775	123456.js
"	13:09:49.070	123456.js
camera	13:10:05.606	123456.js
"	13:10:05.900	123456.js
)	13:10:06.349	123456.js
;	13:10:06.746	123456.js
startScanner	13:11:29.686	123456.js
(	13:11:29.781	123456.js
)	13:11:30.046	123456.js
;	13:11:30.413	123456.js
stopScanner	13:11:39.450	123456.js
(	13:11:39.694	123456.js
)	13:11:40.064	123456.js
;	13:11:40.424	123456.js
function	13:12:04.020	123456.js
startScanner	13:12:06.965	123456.js
(	13:12:07.303	123456.js
)	13:12:07.652	123456.js
{	13:12:08.465	123456.js
}	13:12:17.001	123456.js
reader	13:12:18.420	123456.js
.	13:12:18.578	123456.js
start	13:12:21.297	123456.js
(	13:12:21.528	123456.js
)	13:12:35.212	123456.js
{	13:12:35.257	123456.js
facingMode	13:12:37.968	123456.js
:	13:12:38.283	123456.js
"	13:12:38.976	123456.js
environment	13:12:42.232	123456.js
"	13:12:42.606	123456.js
}	13:13:14.032	123456.js
,	13:13:15.191	123456.js
{	13:13:21.432	123456.js
}	13:13:21.856	123456.js
,	13:13:22.080	123456.js
function	13:13:33.410	123456.js
(	13:13:33.790	123456.js
text	13:13:34.463	123456.js
)	13:13:34.671	123456.js
{	13:13:35.039	123456.js
}	13:13:55.224	123456.js
console	13:13:57.263	123456.js	REMOVED	13:19:03.537
.	13:13:57.518	123456.js	REMOVED	13:19:03.538
log	13:13:58.087	123456.js	REMOVED	13:19:03.541
(	13:13:58.359	123456.js	REMOVED	13:19:03.542
text	13:13:59.145	123456.js	REMOVED	13:19:03.546
)	13:13:59.374	123456.js	REMOVED	13:19:03.547
;	13:13:59.644	123456.js	REMOVED	13:19:03.548
.	13:14:34.576	123456.js
catch	13:14:36.086	123456.js
(	13:14:36.285	123456.js
function	13:14:37.982	123456.js
(	13:14:38.459	123456.js
err	13:14:39.062	123456.js
)	13:14:39.334	123456.js
{	13:14:39.786	123456.js
}	13:14:52.011	123456.js
)	13:14:52.021	123456.js
;	13:14:52.031	123456.js
console	13:14:53.426	123456.js
.	13:14:53.521	123456.js
error	13:14:54.485	123456.js
(	13:14:54.646	123456.js
err	13:14:55.390	123456.js
)	13:14:55.605	123456.js
;	13:14:55.882	123456.js
function	13:15:07.592	123456.js
stopScanner	13:15:09.792	123456.js
(	13:15:09.977	123456.js
)	13:15:10.190	123456.js
{	13:15:10.634	123456.js
}	13:15:11.907	123456.js
reader	13:15:13.121	123456.js
.	13:15:13.234	123456.js
stop	13:15:14.065	123456.js
(	13:15:14.311	123456.js
)	13:15:14.407	123456.js
;	13:15:14.860	123456.js
const	13:19:51.277	123456.js
place	13:19:52.497	123456.js
=	13:19:53.002	123456.js
JSON	13:19:54.041	123456.js
.	13:19:54.258	123456.js
parse	13:19:55.262	123456.js
(	13:19:55.567	123456.js
text	13:19:56.801	123456.js
)	13:19:56.883	123456.js
;	13:19:57.418	123456.js
showMarkerAt	13:20:05.930	123456.js
(	13:20:06.018	123456.js
place	13:20:07.207	123456.js
.	13:20:07.365	123456.js
top	13:20:08.076	123456.js
,	13:20:08.279	123456.js
place	13:20:09.533	123456.js
.	13:20:09.648	123456.js
left	13:20:10.640	123456.js
)	13:20:10.810	123456.js
;	13:20:11.131	123456.js
toggleScanner	13:20:36.733	123456.js
(	13:20:36.996	123456.js
)	13:20:37.437	123456.js
;	13:20:37.714	123456.js
mapContainer	13:23:54.427	123456.js
.	13:23:54.581	123456.js
style	13:23:55.401	123456.js
.	13:23:55.474	123456.js
display	13:23:56.460	123456.js
=	13:23:56.827	123456.js
"	13:23:57.165	123456.js
none	13:23:57.811	123456.js
"	13:23:57.954	123456.js
;	13:23:57.997	123456.js
mapContainer	13:24:12.088	123456.js
.	13:24:12.217	123456.js
style	13:24:13.004	123456.js
.	13:24:13.132	123456.js
display	13:24:14.221	123456.js
=	13:24:14.902	123456.js
"	13:24:15.331	123456.js
block	13:24:16.075	123456.js
"	13:24:16.178	123456.js
;	13:24:16.460	123456.js
display	13:24:49.125	123456.css
:	13:24:49.342	123456.css
none	13:24:50.402	123456.css
;	13:24:50.519	123456.css
